food_category_id,FF Food description,SR Food description,Unit,SR Mean per 100g,FF Mean per 100g,SReachcat_x,SReachcat_y
1,Vitamin B-6,Vitamin B-6,G,5.7e-05,5.7e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,0.0001,9e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,6.3e-05,6.4e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,5e-05,5e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,4.3e-05,9.9e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,3.7e-05,6e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,3.7e-05,5.8e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,3.8e-05,6.1e-05,0.0018800000000000002,0.00166597
7,Vitamin B-6,Vitamin B-6,G,0.000192,0.00015,0.00073,0.000828
7,Vitamin B-6,Vitamin B-6,G,0.00033,0.000343,0.00073,0.000828
1,Vitamin B-6,Vitamin B-6,G,3.6e-05,6.1e-05,0.0018800000000000002,0.00166597
7,Vitamin B-6,Vitamin B-6,G,0.000208,0.000335,0.00073,0.000828
11,Vitamin B-6,Vitamin B-6,G,0.000175,0.000191,0.004233,0.00388235
1,"Carbohydrate, by difference",Vitamin B-6,G,0.00017,6.3e-05,0.0018800000000000002,0.00166597
20,Vitamin B-6,Vitamin B-6,G,4.4e-05,6.6e-05,0.0043100000000000005,0.00218838
20,Vitamin B-6,Vitamin B-6,G,4.4e-05,7.9e-05,0.0043100000000000005,0.00218838
20,Vitamin B-6,Vitamin B-6,G,4.4e-05,8.5e-05,0.0043100000000000005,0.00218838
20,Vitamin B-6,Vitamin B-6,G,0.000407,0.000268,0.0043100000000000005,0.00218838
20,Vitamin B-6,Vitamin B-6,G,3.7e-05,7.9e-05,0.0043100000000000005,0.00218838
20,Vitamin B-6,Vitamin B-6,G,0.000436,5.2e-05,0.0043100000000000005,0.00218838
1,Vitamin B-6,Vitamin B-6,G,3e-06,0.0,0.0018800000000000002,0.00166597
16,Vitamin B-6,Vitamin B-6,G,0.000574,0.000618,0.001774,0.0015919999999999999
16,Vitamin B-6,Vitamin B-6,G,0.000461,0.00034,0.001774,0.0015919999999999999
20,Vitamin B-6,Vitamin B-6,G,0.000736,0.000132,0.0043100000000000005,0.00218838
9,Vitamin B-6,Vitamin B-6,G,0.000367,0.000209,0.00107,0.00074894
9,Vitamin B-6,Vitamin B-6,G,3.4e-05,2.131e-05,0.00107,0.00074894
9,Vitamin B-6,Vitamin B-6,G,4.5e-05,3.544e-05,0.00107,0.00074894
9,Vitamin B-6,Vitamin B-6,G,4.9e-05,3.175e-05,0.00107,0.00074894
9,Vitamin B-6,Vitamin B-6,G,3.7e-05,2.788e-05,0.00107,0.00074894
9,Vitamin B-6,Vitamin B-6,G,5.1e-05,3.275e-05,0.00107,0.00074894
11,Vitamin B-6,Vitamin B-6,G,0.00011,9.888e-05,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,0.000293,0.0001593,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,0.000104,7.683e-05,0.004233,0.00388235
16,Vitamin B-6,Vitamin B-6,G,4.9e-05,5.525e-05,0.001774,0.0015919999999999999
14,Vitamin B-6,Vitamin B-6,G,1.5e-05,0.0,1.5e-05,0.0
11,Vitamin B-6,Vitamin B-6,G,0.000195,0.0002143,0.004233,0.00388235
20,Vitamin B-6,Vitamin B-6,G,0.00023,0.0002355,0.0043100000000000005,0.00218838
9,Vitamin B-6,Vitamin B-6,G,1.8e-05,1.388e-05,0.00107,0.00074894
9,Vitamin B-6,Vitamin B-6,G,7.6e-05,4.288e-05,0.00107,0.00074894
9,Vitamin B-6,Vitamin B-6,G,3.2e-05,3.869e-05,0.00107,0.00074894
9,Vitamin B-6,Vitamin B-6,G,5.2e-05,9.25e-06,0.00107,0.00074894
11,Vitamin B-6,Vitamin B-6,G,7e-05,7.613e-05,0.004233,0.00388235
9,Vitamin B-6,Vitamin B-6,G,4e-05,4.113e-05,0.00107,0.00074894
11,Vitamin B-6,Vitamin B-6,G,0.000122,9.692e-05,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,0.0001,0.0001188,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,0.00011,0.0001125,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,5.6e-05,7.1e-05,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,0.000138,0.0001456,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,0.000105,0.0001146,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,0.000224,0.0002468,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,0.000168,0.0002918,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,0.000291,0.0003027,0.004233,0.00388235
1,Vitamin B-6,Vitamin B-6,G,3.4e-05,3.931e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,3.2e-05,4.506e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,6.3e-05,4.394e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,0.000424,3.831e-05,0.0018800000000000002,0.00166597
11,Vitamin B-6,Vitamin B-6,G,0.000769,0.000582,0.004233,0.00388235
16,Vitamin B-6,Vitamin B-6,G,0.000441,0.0003805,0.001774,0.0015919999999999999
12,Vitamin B-6,Vitamin B-6,G,0.000103,8.375e-05,0.002494,0.00249815
12,Vitamin B-6,Vitamin B-6,G,0.000473,0.0003926,0.002494,0.00249815
1,Vitamin B-6,Vitamin B-6,G,4.6e-05,4.66e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,5.6e-05,3.925e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,3.5e-05,3.1e-05,0.0018800000000000002,0.00166597
1,Vitamin B-6,Vitamin B-6,G,4.1e-05,3.85e-05,0.0018800000000000002,0.00166597
11,Vitamin B-6,Vitamin B-6,G,4.2e-05,4.013e-05,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,0.0001,7.413e-05,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,9e-05,7.088e-05,0.004233,0.00388235
12,Vitamin B-6,Vitamin B-6,G,9.4e-05,0.0002546,0.002494,0.00249815
12,Vitamin B-6,Vitamin B-6,G,0.000137,0.0001008,0.002494,0.00249815
12,Vitamin B-6,Vitamin B-6,G,0.000537,0.0006603,0.002494,0.00249815
12,Vitamin B-6,Vitamin B-6,G,0.00021,0.0001711,0.002494,0.00249815
20,Vitamin B-6,Vitamin B-6,G,0.000119,0.0001346,0.0043100000000000005,0.00218838
9,Vitamin B-6,Vitamin B-6,G,0.000112,0.0001101,0.00107,0.00074894
9,Vitamin B-6,Vitamin B-6,G,4.9e-05,4.888e-05,0.00107,0.00074894
11,Vitamin B-6,Vitamin B-6,G,0.000141,0.000121,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,7.4e-05,5.175e-05,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,0.000124,0.0001384,0.004233,0.00388235
11,Vitamin B-6,Vitamin B-6,G,0.000209,0.0001789,0.004233,0.00388235
20,Vitamin B-6,Vitamin B-6,G,0.000582,0.0001699,0.0043100000000000005,0.00218838
20,Vitamin B-6,Vitamin B-6,G,0.000396,0.0001995,0.0043100000000000005,0.00218838
20,Vitamin B-6,Vitamin B-6,G,0.00021,0.0002776,0.0043100000000000005,0.00218838
20,Vitamin B-6,Vitamin B-6,G,0.000384,0.0001918,0.0043100000000000005,0.00218838
20,Vitamin B-6,Vitamin B-6,G,0.000477,0.0001606,0.0043100000000000005,0.00218838
20,Vitamin B-6,Vitamin B-6,G,0.000164,5.788e-05,0.0043100000000000005,0.00218838
16,Vitamin B-6,Vitamin B-6,G,4.9e-05,5.525e-05,0.001774,0.0015919999999999999
1,"Calcium, Ca","Calcium, Ca",G,0.125,0.126,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.122,0.132,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.12,0.126,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,1.045,0.866,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.125,0.126,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.122,0.132,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.12,0.126,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.113,0.123,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,1.375,1.498,14.099,13.81989
16,"Calcium, Ca","Calcium, Ca",G,0.038,0.041,1.33,1.49639
11,"Calcium, Ca","Calcium, Ca",G,0.037,0.036,0.908,0.9471402999999999
12,"Calcium, Ca","Calcium, Ca",G,0.268,0.273,1.812,1.712486
11,"Calcium, Ca","Calcium, Ca",G,0.15,0.254,0.908,0.9471402999999999
1,"Calcium, Ca","Calcium, Ca",G,0.062,0.055,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.008,0.009,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.062,0.104,14.099,13.81989
11,"Calcium, Ca","Calcium, Ca",G,0.031,0.028,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.057,0.054,0.908,0.9471402999999999
1,"Calcium, Ca","Calcium, Ca",G,0.853,0.884,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,1.045,0.866,14.099,13.81989
9,"Calcium, Ca","Calcium, Ca",G,0.014,0.016,0.216,0.203787
12,"Calcium, Ca","Calcium, Ca",G,0.07,0.078,1.812,1.712486
18,"Calcium, Ca","Calcium, Ca",G,0.144,0.211,0.144,0.211
2,"Calcium, Ca","Calcium, Ca",G,0.063,0.063,0.087,0.113
9,"Calcium, Ca","Calcium, Ca",G,0.034,0.035,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.006,0.002,0.216,0.203787
1,"Calcium, Ca","Calcium, Ca",G,0.71,0.707,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.111,0.103,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.697,0.693,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.244,0.22,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.134,0.119,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.289,0.27,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.11,0.111,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.097,0.097,14.099,13.81989
7,"Calcium, Ca","Calcium, Ca",G,0.005,0.005,0.07300000000000001,0.084
1,"Calcium, Ca","Calcium, Ca",G,0.207,0.224,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.125,0.126,14.099,13.81989
2,"Calcium, Ca","Calcium, Ca",G,0.024,0.05,0.087,0.113
1,"Calcium, Ca","Calcium, Ca",G,0.122,0.132,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.12,0.126,14.099,13.81989
7,"Calcium, Ca","Calcium, Ca",G,0.015,0.035,0.07300000000000001,0.084
7,"Calcium, Ca","Calcium, Ca",G,0.021,0.012,0.07300000000000001,0.084
1,"Calcium, Ca","Calcium, Ca",G,0.113,0.123,14.099,13.81989
7,"Calcium, Ca","Calcium, Ca",G,0.032,0.032,0.07300000000000001,0.084
11,"Calcium, Ca","Calcium, Ca",G,0.047,0.046,0.908,0.9471402999999999
1,"Carbohydrate, by difference","Calcium, Ca",G,0.056,0.048,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.024,0.014,14.099,13.81989
20,"Calcium, Ca","Calcium, Ca",G,0.015,0.019,0.332,0.311943
20,"Calcium, Ca","Calcium, Ca",G,0.015,0.021,0.332,0.311943
20,"Calcium, Ca","Calcium, Ca",G,0.015,0.022,0.332,0.311943
20,"Calcium, Ca","Calcium, Ca",G,0.034,0.038,0.332,0.311943
20,"Calcium, Ca","Calcium, Ca",G,0.015,0.019,0.332,0.311943
20,"Calcium, Ca","Calcium, Ca",G,0.01,0.006,0.332,0.311943
1,"Calcium, Ca","Calcium, Ca",G,0.024,0.021,14.099,13.81989
16,"Calcium, Ca","Calcium, Ca",G,0.241,0.338,1.33,1.49639
16,"Calcium, Ca","Calcium, Ca",G,0.206,0.258,1.33,1.49639
20,"Calcium, Ca","Calcium, Ca",G,0.011,0.01,0.332,0.311943
9,"Calcium, Ca","Calcium, Ca",G,0.005,0.005,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.006,0.004656,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.007,0.005975,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.007,0.006639,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.005,0.005483,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.006,0.003874,0.216,0.203787
11,"Calcium, Ca","Calcium, Ca",G,0.003,0.0,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.002,0.0007663,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.003,0.005465,0.908,0.9471402999999999
16,"Calcium, Ca","Calcium, Ca",G,0.124,0.101,1.33,1.49639
14,"Calcium, Ca","Calcium, Ca",G,0.197,0.1727,0.197,0.1727
11,"Calcium, Ca","Calcium, Ca",G,0.099,0.06664,0.908,0.9471402999999999
20,"Calcium, Ca","Calcium, Ca",G,0.027,0.03004,0.332,0.311943
9,"Calcium, Ca","Calcium, Ca",G,0.008,0.007099,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.011,0.01281,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.011,0.009741,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.008,0.006641,0.216,0.203787
11,"Calcium, Ca","Calcium, Ca",G,0.01,0.009744,0.908,0.9471402999999999
9,"Calcium, Ca","Calcium, Ca",G,0.011,0.009288,0.216,0.203787
11,"Calcium, Ca","Calcium, Ca",G,0.003,0.003235,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.0,0.001432,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.018,0.004105,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.001,0.0,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.033,0.03048,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.032,0.04223,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.01,0.007496,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.011,0.006686,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.007,0.006361,0.908,0.9471402999999999
1,"Calcium, Ca","Calcium, Ca",G,0.116,0.1201,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.121,0.1268,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.1,0.1109,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.493,0.3711,14.099,13.81989
11,"Calcium, Ca","Calcium, Ca",G,0.065,0.04412,0.908,0.9471402999999999
16,"Calcium, Ca","Calcium, Ca",G,0.049,0.04985,1.33,1.49639
12,"Calcium, Ca","Calcium, Ca",G,0.347,0.2638,1.812,1.712486
12,"Calcium, Ca","Calcium, Ca",G,0.255,0.2299,1.812,1.712486
1,"Calcium, Ca","Calcium, Ca",G,0.083,0.08827,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.097,0.09711,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.066,0.06121,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.101,0.1072,14.099,13.81989
11,"Calcium, Ca","Calcium, Ca",G,0.018,0.01424,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.033,0.04259,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.036,0.03984,0.908,0.9471402999999999
12,"Calcium, Ca","Calcium, Ca",G,0.016,0.008736,1.812,1.712486
12,"Calcium, Ca","Calcium, Ca",G,0.269,0.2536,1.812,1.712486
12,"Calcium, Ca","Calcium, Ca",G,0.098,0.08826,1.812,1.712486
12,"Calcium, Ca","Calcium, Ca",G,0.07,0.05483,1.812,1.712486
20,"Calcium, Ca","Calcium, Ca",G,0.054,0.04553,0.332,0.311943
9,"Calcium, Ca","Calcium, Ca",G,0.013,0.0125,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.013,0.01226,0.216,0.203787
11,"Calcium, Ca","Calcium, Ca",G,0.037,0.04005,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.04,0.04628,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.016,0.01634,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.04,0.04184,0.908,0.9471402999999999
11,"Calcium, Ca","Calcium, Ca",G,0.045,0.03099,0.908,0.9471402999999999
9,"Calcium, Ca","Calcium, Ca",G,0.016,0.0169,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.025,0.01641,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.006,0.01169,0.216,0.203787
9,"Calcium, Ca","Calcium, Ca",G,0.004,0.003821,0.216,0.203787
20,"Calcium, Ca","Calcium, Ca",G,0.041,0.03055,0.332,0.311943
20,"Calcium, Ca","Calcium, Ca",G,0.032,0.03556,0.332,0.311943
20,"Calcium, Ca","Calcium, Ca",G,0.018,0.01364,0.332,0.311943
20,"Calcium, Ca","Calcium, Ca",G,0.008,0.009105,0.332,0.311943
20,"Calcium, Ca","Calcium, Ca",G,0.009,0.008058,0.332,0.311943
20,"Calcium, Ca","Calcium, Ca",G,0.028,0.00446,0.332,0.311943
13,"Calcium, Ca","Calcium, Ca",G,0.012,0.007135,0.088,0.030678999999999998
13,"Calcium, Ca","Calcium, Ca",G,0.018,0.006889,0.088,0.030678999999999998
10,"Calcium, Ca","Calcium, Ca",G,0.014,0.005857,0.027,0.014496
5,"Calcium, Ca","Calcium, Ca",G,0.006,0.005819,0.039,0.039038
5,"Calcium, Ca","Calcium, Ca",G,0.021,0.02363,0.039,0.039038
12,"Calcium, Ca","Calcium, Ca",G,0.037,0.04195,1.812,1.712486
12,"Calcium, Ca","Calcium, Ca",G,0.114,0.1347,1.812,1.712486
16,"Calcium, Ca","Calcium, Ca",G,0.092,0.04913,1.33,1.49639
12,"Calcium, Ca","Calcium, Ca",G,0.085,0.05271,1.812,1.712486
12,"Calcium, Ca","Calcium, Ca",G,0.105,0.1174,1.812,1.712486
12,"Calcium, Ca","Calcium, Ca",G,0.078,0.1156,1.812,1.712486
16,"Calcium, Ca","Calcium, Ca",G,0.057,0.1111,1.33,1.49639
16,"Calcium, Ca","Calcium, Ca",G,0.035,0.06185,1.33,1.49639
16,"Calcium, Ca","Calcium, Ca",G,0.11,0.0714,1.33,1.49639
16,"Calcium, Ca","Calcium, Ca",G,0.035,0.04331,1.33,1.49639
16,"Calcium, Ca","Calcium, Ca",G,0.047,0.06391,1.33,1.49639
16,"Calcium, Ca","Calcium, Ca",G,0.043,0.04048,1.33,1.49639
16,"Calcium, Ca","Calcium, Ca",G,0.058,0.05694,1.33,1.49639
16,"Calcium, Ca","Calcium, Ca",G,0.058,0.06025,1.33,1.49639
11,"Calcium, Ca","Calcium, Ca",G,0.024,0.02821,0.908,0.9471402999999999
16,"Calcium, Ca","Calcium, Ca",G,0.064,0.05523,1.33,1.49639
16,"Calcium, Ca","Calcium, Ca",G,0.02,0.02778,1.33,1.49639
16,"Calcium, Ca","Calcium, Ca",G,0.053,0.06716,1.33,1.49639
10,"Calcium, Ca","Calcium, Ca",G,0.007,0.004111,0.027,0.014496
10,"Calcium, Ca","Calcium, Ca",G,0.006,0.004528,0.027,0.014496
5,"Calcium, Ca","Calcium, Ca",G,0.005,0.003939,0.039,0.039038
5,"Calcium, Ca","Calcium, Ca",G,0.007,0.00565,0.039,0.039038
13,"Calcium, Ca","Calcium, Ca",G,0.006,0.004173,0.088,0.030678999999999998
13,"Calcium, Ca","Calcium, Ca",G,0.013,0.00407,0.088,0.030678999999999998
13,"Calcium, Ca","Calcium, Ca",G,0.012,0.004576,0.088,0.030678999999999998
13,"Calcium, Ca","Calcium, Ca",G,0.027,0.003836,0.088,0.030678999999999998
1,"Calcium, Ca","Calcium, Ca",G,0.199,0.1674,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.746,0.7146,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,1.375,1.498,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.756,0.7488,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.566,0.6018,14.099,13.81989
1,"Calcium, Ca","Calcium, Ca",G,0.8,0.6996,14.099,13.81989
1,"Iron, Fe","Iron, Fe",G,3e-05,0.0,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,3e-05,0.0,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,2e-05,0.0,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,0.00063,0.00048,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,3e-05,0.0,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,3e-05,0.0,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,2e-05,0.0,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,3e-05,0.0,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,0.00095,0.001303,0.03264,0.02893675
16,"Iron, Fe","Iron, Fe",G,0.00046,0.0005416,0.05592,0.0527552
16,"Iron, Fe","Iron, Fe",G,0.00244,0.00241,0.05592,0.0527552
11,"Iron, Fe","Iron, Fe",G,0.00089,0.00078,0.02144,0.0238027
12,"Iron, Fe","Iron, Fe",G,0.00373,0.00317,0.05567,0.051133
11,"Iron, Fe","Iron, Fe",G,0.00147,0.0016,0.02144,0.0238027
1,"Iron, Fe","Iron, Fe",G,0.00174,0.00177,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,4e-05,0.00018,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,0.00015,0.0,0.03264,0.02893675
11,"Iron, Fe","Iron, Fe",G,0.00125,0.00114,0.02144,0.0238027
11,"Iron, Fe","Iron, Fe",G,0.00026,0.00023,0.02144,0.0238027
1,"Iron, Fe","Iron, Fe",G,0.00049,0.00045,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,0.00063,0.00048,0.03264,0.02893675
9,"Iron, Fe","Iron, Fe",G,0.00011,7e-05,0.0047799999999999995,0.00234578
12,"Iron, Fe","Iron, Fe",G,0.0038,0.00521,0.05567,0.051133
18,"Iron, Fe","Iron, Fe",G,0.00361,0.00336,0.00361,0.00336
2,"Iron, Fe","Iron, Fe",G,0.00161,0.00159,0.00194,0.00159
9,"Iron, Fe","Iron, Fe",G,0.00031,0.00024,0.0047799999999999995,0.00234578
9,"Iron, Fe","Iron, Fe",G,0.00028,0.0003,0.0047799999999999995,0.00234578
1,"Iron, Fe","Iron, Fe",G,0.00014,0.00016,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,0.00013,0.00013,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,0.00022,0.0002,0.03264,0.02893675
